
S2,2B,"中國歷史",2025-06-09T10:00:00,60,1,"TCL",402,"CHM"
S2,2C,"中國歷史",2025-06-09T10:00:00,60,1,"TCL",403,"SCY"
S2,2D,"中國歷史",2025-06-09T10:00:00,60,1,"TCL",404,"SSL"
S2,2S,"中國歷史",2025-06-09T10:00:00,60,1,"TCL",103,"HKY"
S2,2SR,"中國歷史",2025-06-09T10:00:00,60,1,"TCL",201,"YMM"
S4,4S,"數學 必修部分 試卷二",2025-06-09T11:15:00,60,1,"CYL",406,"MLT"
S4,4SR,"數學 必修部分 試卷二",2025-06-09T11:15:00,60,1,"CYL",G02,"YPT"
S5,5A-E,"生物 試卷二",2025-06-09T11:45:00,60,1,"KKL",308,"KKC"
S5,5S,"生物 試卷二",2025-06-09T11:45:00,60,1,"KKL",101,"LSH"
S1,1A,"地理",2025-06-10T08:30:00,60,1,"KYL",202,"KL"
S1,1B,"地理",2025-06-10T08:30:00,60,1,"KYL",203,"CKA"
S1,1C,"地理",2025-06-10T08:30:00,60,1,"KYL",204,"MC"
S1,1D,"地理",2025-06-10T08:30:00,60,1,"KYL",205,"KYL"
S1,1S,"地理",2025-06-10T08:30:00,60,1,"KYL",103,"HYL"
S1,1SR,"地理",2025-06-10T08:30:00,60,1,"KYL",201,"JC"
S1,1ST,"地理",2025-06-10T08:30:00,60,1,"KYL",G03,"NMY"
S1,1A,"歷史",2025-06-10T10:00:00,60,1,"NMY",202,"SYY"
S1,1B,"歷史",2025-06-10T10:00:00,60,1,"NMY",203,"YML"
S1,1C,"歷史",2025-06-10T10:00:00,60,1,"NMY",204,"JT"
S1,1D,"歷史",2025-06-10T10:00:00,60,1,"NMY",205,"MKC"
S1,1S,"歷史",2025-06-10T10:00:00,60,1,"NMY",103,"SYS"
S1,1SR,"歷史",2025-06-10T10:00:00,60,1,"NMY",201,"WTN"
S2,2A,"英國語文 寫作",2025-06-11T08:30:00,60,1,"KKC",401,"CL"
S2,2B,"英國語文 寫作",2025-06-11T08:30:00,60,1,"KKC",402,"MLT"
S2,2C,"英國語文 寫作",2025-06-11T08:30:00,60,1,"KKC",403,"YPT"
S2,2D,"英國語文 寫作",2025-06-11T08:30:00,60,1,"KKC",404,"LCL"
S2,2S,"英國語文 寫作",2025-06-11T08:30:00,60,1,"KKC",103,"YIL"
S2,2SR,"英國語文 寫作",2025-06-11T08:30:00,60,1,"KKC",201,"KMC"
S3,3A,"英國語文 寫作",2025-06-11T08:30:00,60,1,"MLT",301,"HYC"
S3,3B,"英國語文 寫作",2025-06-11T08:30:00,60,1,"MLT",302,"YNT"
S3,3C,"英國語文 寫作",2025-06-11T08:30:00,60,1,"MLT",303,"CSC"
S3,3D,"英國語文 寫作",2025-06-11T08:30:00,60,1,"MLT",304,"PUL"
S3,3S,"英國語文 寫作",2025-06-11T08:30:00,60,1,"MLT",102,"EL"
S1,1A,"中國歷史",2025-06-11T09:30:00,60,1,"JY",202,"KKL"
S1,1B,"中國歷史",2025-06-11T09:30:00,60,1,"JY",203,"HPP"
S1,1C,"中國歷史",2025-06-11T09:30:00,60,1,"JY",204,"SS"
S1,1D,"中國歷史",2025-06-11T09:30:00,60,1,"JY",205,"SMT"
S1,1S,"中國歷史",2025-06-11T09:30:00,60,1,"JY",103,"CHM"
S1,1SR,"中國歷史",2025-06-11T09:30:00,60,1,"JY",201,"KYC"
S1,1ST,"中國歷史",2025-06-11T09:30:00,60,1,"JY",G03,"SSL"
S3,3A,"化學",2025-06-11T10:00:00,60,1,"JT",301,"CL"
S3,3B,"化學",2025-06-11T10:00:00,60,1,"JT",302,"HKY"
S3,3C,"化學",2025-06-11T10:00:00,60,1,"JT",303,"MLT"
S3,3D,"化學",2025-06-11T10:00:00,60,1,"JT",304,"YPT"
S3,3S,"化學",2025-06-11T10:00:00,60,1,"JT",102,"KYL"
S5,5A-E,"物理 試卷二",2025-06-11T11:45:00,60,1,"MC",307,"SKL"
S1,1A,"英國語文 寫作",2025-06-12T08:30:00,60,1,"CKA",202,"NMY"
S1,1B,"英國語文 寫作",2025-06-12T08:30:00,60,1,"CKA",203,"SYY"
S1,1C,"英國語文 寫作",2025-06-12T08:30:00,60,1,"CKA",204,"YML"
S1,1D,"英國語文 寫作",2025-06-12T08:30:00,60,1,"CKA",205,"JT"
S1,1S,"英國語文 寫作",2025-06-12T08:30:00,60,1,"CKA",103,"MKC"
S1,1SR,"英國語文 寫作",2025-06-12T08:30:00,60,1,"CKA",G02,"SYS"
S3,3B,"歷史",2025-06-12T08:30:00,60,1,"PYL",102,"WTN"
S3,3C,"歷史",2025-06-12T08:30:00,60,,"PYL",,""
S3,3D,"歷史",2025-06-12T08:30:00,60,,"PYL",,""
S3,3S,"歷史",2025-06-12T08:30:00,60,,"PYL",,""
S3,3S,"地理",2025-06-12T10:00:00,60,1,"YTL",102,"JY"
S3,3S,"普通電腦科",2025-06-13T08:30:00,60,1,"HKY",102,"KL"
,3/F,"Floor Invigilator",2025-06-13T08:30:00,60,1,"",3/F,"LCL"
S2,2A,"英國語文 聆聽",2025-06-13T09:30:00,60,1,"SS",401,"YIL"
S2,2B,"英國語文 聆聽",2025-06-13T09:30:00,60,1,"SS",402,"HYC"
S2,2C,"英國語文 聆聽",2025-06-13T09:30:00,60,1,"SS",403,"YNT"
S2,2D,"英國語文 聆聽",2025-06-13T09:30:00,60,1,"SS",404,"PUL"
S2,2S,"英國語文 聆聽",2025-06-13T09:30:00,60,1,"SS",103,"EL"
S2,2SR,"英國語文 聆聽",2025-06-13T09:30:00,60,1,"SS",201,"KKL"
S3,3S,"物理",2025-06-13T10:00:00,60,1,"SCC",102,"CLL"
S1,1A,"英國語文 聆聽",2025-06-16T09:45:00,60,1,"CKA",202,"CKA"
S1,1B,"英國語文 聆聽",2025-06-16T09:45:00,60,1,"CKA",203,"YMM"
S1,1C,"英國語文 聆聽",2025-06-16T09:45:00,60,1,"CKA",204,"SKL"
S1,1D,"英國語文 聆聽",2025-06-16T09:45:00,60,1,"CKA",205,"JC"
S1,1S,"英國語文 聆聽",2025-06-16T09:45:00,60,1,"CKA",103,"HPP"
S1,1SR,"英國語文 聆聽",2025-06-16T09:45:00,60,1,"CKA",201,"TCL"
S3,3S,"生物",2025-06-17T08:30:00,60,1,"SMT",102,"CSC"
S3,3S,"生活與社會",2025-06-17T10:00:00,60,1,"YNT",102,"SMT"
S3,3A-D,"TSA 中文練習",2025-06-18T08:30:00,60,5,"YPT",禮堂,"MCW,MC,HYL,KMC,SS"
S3,3A-D,"TSA 英文練習",2025-06-18T10:00:00,60,5,"SCP",禮堂,"MCW,CL,CHM,KL,WYT"
S3,3A-D,"TSA 數學練習",2025-06-18T11:30:00,60,5,"SFS",禮堂,"KKC,LSH,TKK,OMK,SCY"
S2,2A,"歷史",2025-06-19T08:30:00,60,1,"YLC",401,"TKK"
S2,2B,"歷史",2025-06-19T08:30:00,60,1,"YLC",402,"SCY"
S2,2C,"歷史",2025-06-19T08:30:00,60,1,"YLC",403,"KPF"
S2,2D,"歷史",2025-06-19T08:30:00,60,1,"YLC",404,"HKY"
S2,2S,"歷史",2025-06-19T08:30:00,60,1,"YLC",103,"MLT"
S2,2SR,"歷史",2025-06-19T08:30:00,60,1,"YLC",201,"YPT"
S2,2A,"地理",2025-06-19T10:00:00,60,1,"YTL",401,"TKK"
S2,2B,"地理",2025-06-19T10:00:00,60,1,"YTL",402,"CKA"
S2,2C,"地理",2025-06-19T10:00:00,60,1,"YTL",403,"MCW"
S2,2D,"地理",2025-06-19T10:00:00,60,1,"YTL",404,"YMM"
S2,2S,"地理",2025-06-19T10:00:00,60,1,"YTL",103,"SKL"
S2,2SR,"地理",2025-06-19T10:00:00,60,1,"YTL",201,"YIL"
S1,1S,"公民、經濟與社會",2025-06-20T08:30:00,60,1,"YLC",103,"OMK"
S1,1SR,"公民、經濟與社會",2025-06-20T08:30:00,60,1,"YLC",201,"KYC"
S1,1STT,"公民、經濟與社會",2025-06-20T08:30:00,60,1,"YLC",G03,"SSL"
S3,3A,"宗教",2025-06-09T08:30:00,45,1,"CHM",301,"YLC"
S3,3B,"宗教",2025-06-09T08:30:00,45,1,"CHM",302,"KYL"
S3,3C,"宗教",2025-06-09T08:30:00,45,1,"CHM",303,"LCL"
S3,3D,"宗教",2025-06-09T08:30:00,45,1,"CHM",304,"NMY"
S3,3S,"宗教",2025-06-09T08:30:00,45,1,"CHM",102,"YML"
S1,1A,"數學 試卷二",2025-06-09T10:45:00,45,1,"CSC",202,"YTL"
S1,1B,"數學 試卷二",2025-06-09T10:45:00,45,1,"CSC",203,"MC"
S1,1C,"數學 試卷二",2025-06-09T10:45:00,45,1,"CSC",204,"HYL"
S1,1D,"數學 試卷二",2025-06-09T10:45:00,45,1,"CSC",205,"JC"
S1,1S,"數學 試卷二",2025-06-09T10:45:00,45,1,"CSC",103,"SYY"
S1,1SR,"數學 試卷二",2025-06-09T10:45:00,45,1,"CSC",201,"JT"
S2,2A,"數學 試卷二",2025-06-16T10:45:00,45,1,"HPP",401,"LSH"
S2,2B,"數學 試卷二",2025-06-16T10:45:00,45,1,"HPP",402,"KMC"
S2,2C,"數學 試卷二",2025-06-16T10:45:00,45,1,"HPP",403,"MKC"
S2,2D,"數學 試卷二",2025-06-16T10:45:00,45,1,"HPP",404,"WTN"
S2,2S,"數學 試卷二",2025-06-16T10:45:00,45,1,"HPP",101,"JY"
S2,2SR,"數學 試卷二",2025-06-16T10:45:00,45,1,"HPP",G02,"CSC"
S3,3S,"數學 試卷二",2025-06-16T10:45:00,45,1,"MKC",102,"PUL"
S2,2A,"宗教",2025-06-18T08:30:00,45,1,"CHM",401,"SYS"
S2,2B,"宗教",2025-06-18T08:30:00,45,1,"CHM",402,"HYC"
S2,2C,"宗教",2025-06-18T08:30:00,45,1,"CHM",403,"YNT"
S2,2D,"宗教",2025-06-18T08:30:00,45,1,"CHM",404,"EL"
S2,2S,"宗教",2025-06-18T08:30:00,45,1,"CHM",101,"KKL"
S2,2SR,"宗教",2025-06-18T08:30:00,45,1,"CHM",201,"CLL"
S4,4A-E,"經濟 試卷一",2025-06-20T08:30:00,45,1,"YNT",405,"BL"
S4,4A-E,"歷史 試卷二",2025-06-20T11:00:00,45,1,"PYL",207,"OMK"
S1,1A,"普通話",2025-06-16T08:30:00,40,1,"YML",202,"HPP"
S1,1B,"普通話",2025-06-16T08:30:00,40,1,"YML",203,"TCL"
S1,1C,"普通話",2025-06-16T08:30:00,40,1,"YML",204,"SS"
S1,1D,"普通話",2025-06-16T08:30:00,40,1,"YML",205,"CHM"
S1,1S,"普通話",2025-06-16T08:30:00,40,1,"YML",103,"WYT"
S1,1SR,"普通話",2025-06-16T08:30:00,40,1,"YML",201,"HKY"
S2,2A,"普通話",2025-06-18T09:45:00,40,1,"KMC",401,"SMT"
S2,2B,"普通話",2025-06-18T09:45:00,40,1,"KMC",402,"KPF"
S2,2C,"普通話",2025-06-18T09:45:00,40,1,"KMC",403,"KYC"
S2,2D,"普通話",2025-06-18T09:45:00,40,1,"KMC",404,"HPP"
S2,2S,"普通話",2025-06-18T09:45:00,40,1,"KMC",101,"SSL"
S2,2SR,"普通話",2025-06-18T09:45:00,40,1,"KMC",201,"TCL"
S3,3A,"TSA英國語文--寫作評估",2025-06-20T08:30:00,40,1,"",301,"CL"
S3,3B,"TSA英國語文--寫作評估",2025-06-20T08:30:00,40,1,"",302,"SCY"
S3,3C,"TSA英國語文--寫作評估",2025-06-20T08:30:00,40,1,"",303,"KL"
S3,3D,"TSA英國語文--寫作評估",2025-06-20T08:30:00,40,1,"",304,"SS"
S3,3S,"TSA英國語文--寫作評估",2025-06-20T08:30:00,40,1,"",102,"MLT"
S3,3A,"TSA中國語文--視聽資訊及聆聽評估",2025-06-19T11:15:00,35,1,"",301,"KKC"
S3,3B,"TSA中國語文--視聽資訊及聆聽評估",2025-06-19T11:15:00,35,1,"",302,"LSH"
S3,3C,"TSA中國語文--視聽資訊及聆聽評估",2025-06-19T11:15:00,35,1,"",303,"YPT"
S3,3D,"TSA中國語文--視聽資訊及聆聽評估",2025-06-19T11:15:00,35,1,"",304,"CL"
S3,3S,"TSA中國語文--視聽資訊及聆聽評估",2025-06-19T11:15:00,35,1,"",102,"CHM"
S3,3S,"音樂",2025-06-06T08:30:00,30,1,"YIL",102,"YML"
S2,2A,"普通電腦科",2025-06-10T08:30:00,30,1,"KL",401,"YLC"
S2,2B,"普通電腦科",2025-06-10T08:30:00,30,1,"KL",402,"SMT"
S2,2C,"普通電腦科",2025-06-10T08:30:00,30,1,"KL",403,"SYY"
S2,2D,"普通電腦科",2025-06-10T08:30:00,30,1,"KL",404,"SCY"
S2,2S,"普通電腦科",2025-06-10T08:30:00,30,1,"KL",103,"JT"
S2,2SR,"普通電腦科",2025-06-10T08:30:00,30,1,"KL",201,"KMC"
S1,1A,"普通電腦科",2025-06-11T08:30:00,30,1,"KML",202,"YLC"
S1,1B,"普通電腦科",2025-06-11T08:30:00,30,1,"KML",203,"CKA"
S1,1C,"普通電腦科",2025-06-11T08:30:00,30,1,"KML",204,"KYL"
S1,1D,"普通電腦科",2025-06-11T08:30:00,30,1,"KML",205,"HYL"
S1,1S,"普通電腦科",2025-06-11T08:30:00,30,1,"KML",103,"JC"
S1,1SR,"普通電腦科",2025-06-11T08:30:00,30,1,"KML",201,"NMY"
S2,2A,"音樂",2025-06-13T08:30:00,30,1,"YIL",401,"YIL"
S2,2B,"音樂",2025-06-13T08:30:00,30,1,"YIL",402,"MKC"
S2,2C,"音樂",2025-06-13T08:30:00,30,1,"YIL",403,"SYS"
S2,2D,"音樂",2025-06-13T08:30:00,30,1,"YIL",404,"WTN"
S2,2S,"音樂",2025-06-13T08:30:00,30,1,"YIL",103,"HYC"
S2,2SR,"音樂",2025-06-13T08:30:00,30,1,"YIL",201,"JY"
S3,3A,"TSA中國語文--閱讀評估",2025-06-19T10:15:00,30,1,"",301,"LSH"
S3,3B,"TSA中國語文--閱讀評估",2025-06-19T10:15:00,30,1,"",302,"KL"
S3,3C,"TSA中國語文--閱讀評估",2025-06-19T10:15:00,30,1,"",303,"WYT"
S3,3D,"TSA中國語文--閱讀評估",2025-06-19T10:15:00,30,1,"",304,"YNT"
S3,3S,"TSA中國語文--閱讀評估",2025-06-19T10:15:00,30,1,"",102,"CSC"
